-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2023,9,15,10,40.75,0.0,93.32,2.27,123.2
2023,9,15,11,33.38,0.0,93.26,1.98,161.35
2023,9,15,12,28.31,0.0,93.18,2.13,194.85
2023,9,15,13,25.38,0.0,93.08,2.51,215.52
2023,9,15,14,24.25,0.0,93.0,2.75,222.93
2023,9,15,15,24.5,0.0,92.95,2.88,221.38
2023,9,15,16,26.5,0.0,92.95,2.93,209.02
2023,9,15,17,44.12,0.0,92.99,2.41,182.42
2023,9,15,18,61.5,0.0,93.06,3.37,153.26
2023,9,15,19,69.06,0.01,93.15,5.29,132.07
2023,9,15,20,83.44,0.03,93.26,6.47,120.06
2023,9,15,21,89.12,0.02,93.32,6.0,109.87
2023,9,15,22,90.88,0.01,93.32,5.14,100.23
2023,9,15,23,92.19,0.0,93.28,4.23,91.38
2023,9,16,0,94.56,0.0,93.21,3.47,82.49
2023,9,16,1,96.12,0.0,93.12,3.05,70.68
2023,9,16,2,97.19,0.0,93.04,2.82,60.95
2023,9,16,3,98.69,0.01,93.0,2.63,56.64
2023,9,16,4,100.0,0.02,93.0,2.55,54.85
2023,9,16,5,100.0,0.02,93.04,2.61,51.93
2023,9,16,6,96.56,0.03,93.09,2.83,47.91
2023,9,16,7,83.0,0.0,93.15,3.5,44.1
2023,9,16,8,63.75,0.0,93.21,3.13,24.97
2023,9,16,9,36.88,0.0,93.24,3.69,343.75
2023,9,16,10,31.19,0.0,93.22,4.85,324.64
2023,9,16,11,29.12,0.0,93.16,5.28,315.6
2023,9,16,12,26.88,0.0,93.06,5.15,309.95
2023,9,16,13,25.19,0.0,92.95,4.77,306.87
2023,9,16,14,24.06,0.0,92.85,4.33,305.61
2023,9,16,15,23.94,0.0,92.79,3.84,304.14
2023,9,16,16,25.69,0.0,92.79,3.19,301.4
2023,9,16,17,48.88,0.0,92.81,1.77,285.32
2023,9,16,18,47.06,0.0,92.84,1.66,255.83
2023,9,16,19,47.12,0.0,92.89,1.28,221.55
2023,9,16,20,45.62,0.0,92.94,0.96,172.07
2023,9,16,21,50.88,0.0,92.98,1.26,110.01
2023,9,16,22,57.38,0.0,92.99,1.85,76.84
2023,9,16,23,64.12,0.0,92.98,2.31,56.47
2023,9,17,0,68.94,0.0,92.96,2.59,44.63
2023,9,17,1,72.75,0.0,92.94,2.77,37.9
2023,9,17,2,76.31,0.0,92.94,2.83,35.0
2023,9,17,3,80.75,0.0,92.95,2.85,34.61
2023,9,17,4,86.31,0.0,92.99,2.87,36.03
2023,9,17,5,91.19,0.0,93.06,2.88,36.84
2023,9,17,6,89.5,0.0,93.13,2.77,34.99
2023,9,17,7,71.19,0.0,93.2,3.74,30.53
2023,9,17,8,53.5,0.04,93.25,3.74,5.03
2023,9,17,9,40.31,0.0,93.28,3.84,341.97
2023,9,17,10,33.25,0.0,93.26,4.21,322.54
2023,9,17,11,28.81,0.0,93.2,4.55,310.12
2023,9,17,12,26.56,0.0,93.12,4.44,302.35
2023,9,17,13,25.25,0.0,93.03,3.96,295.6
2023,9,17,14,24.81,0.0,92.95,3.31,288.18
2023,9,17,15,25.31,0.0,92.9,2.63,279.24
2023,9,17,16,27.31,0.0,92.88,1.98,264.79
2023,9,17,17,44.62,0.0,92.91,1.36,227.33
2023,9,17,18,54.31,0.0,92.95,2.0,181.57
2023,9,17,19,59.75,0.0,93.01,2.62,153.05
2023,9,17,20,60.75,0.0,93.06,2.93,128.61
2023,9,17,21,61.06,0.0,93.09,3.07,108.11
2023,9,17,22,63.38,0.0,93.1,3.28,92.73
2023,9,17,23,67.75,0.0,93.09,3.2,79.16
2023,9,18,0,71.44,0.0,93.06,3.1,66.35
2023,9,18,1,73.75,0.0,93.03,3.03,53.4
2023,9,18,2,76.06,0.0,93.0,2.94,38.21
2023,9,18,3,78.25,0.0,93.0,2.93,20.81
2023,9,18,4,79.75,0.0,93.02,3.02,5.95
2023,9,18,5,81.5,0.0,93.09,3.03,356.45
2023,9,18,6,78.81,0.0,93.16,3.27,353.15
2023,9,18,7,65.19,0.0,93.26,4.24,343.94
2023,9,18,8,54.44,0.0,93.32,4.43,328.33
2023,9,18,9,45.12,0.02,93.32,4.45,326.67
2023,9,18,10,39.12,0.04,93.29,4.2,329.62
2023,9,18,11,35.25,0.11,93.22,3.84,331.87
2023,9,18,12,32.69,0.13,93.13,3.68,327.93
2023,9,18,13,31.31,0.16,93.02,3.58,321.03
2023,9,18,14,30.75,0.15,92.93,3.45,313.99
2023,9,18,15,31.44,0.13,92.86,3.28,306.19
2023,9,18,16,34.12,0.06,92.86,2.92,292.8
2023,9,18,17,51.94,0.03,92.88,1.9,265.28
2023,9,18,18,66.81,0.03,92.93,2.21,232.6
2023,9,18,19,69.62,0.04,92.99,2.31,203.79
2023,9,18,20,72.0,0.03,93.06,2.41,175.91
2023,9,18,21,73.81,0.02,93.13,2.54,151.54
2023,9,18,22,75.06,0.02,93.16,2.6,131.59
2023,9,18,23,75.69,0.01,93.16,2.61,114.42
2023,9,19,0,75.38,0.0,93.1,2.63,98.9
2023,9,19,1,74.06,0.0,93.03,2.63,89.66
2023,9,19,2,71.94,0.0,92.97,2.58,86.0
2023,9,19,3,69.19,0.0,92.94,2.38,88.3
2023,9,19,4,66.88,0.0,92.96,2.21,95.67
2023,9,19,5,66.38,0.0,93.02,2.17,106.74
2023,9,19,6,68.0,0.0,93.09,2.1,117.04
2023,9,19,7,50.06,0.0,93.15,2.82,118.05
2023,9,19,8,37.19,0.0,93.19,2.99,117.37
2023,9,19,9,27.06,0.0,93.18,2.46,92.54
2023,9,19,10,22.38,0.0,93.14,1.78,61.07
2023,9,19,11,19.88,0.0,93.07,1.23,23.15
2023,9,19,12,18.38,0.0,92.98,1.09,341.69
2023,9,19,13,18.0,0.0,92.87,1.37,311.77
2023,9,19,14,18.38,0.0,92.77,1.68,290.37
2023,9,19,15,19.38,0.0,92.73,1.85,271.45
2023,9,19,16,21.38,0.0,92.72,1.95,249.39
2023,9,19,17,37.5,0.0,92.75,1.74,211.62
2023,9,19,18,49.94,0.0,92.8,2.93,168.93
2023,9,19,19,48.56,0.0,92.89,4.25,140.6
2023,9,19,20,57.19,0.0,93.0,5.86,122.93
2023,9,19,21,67.56,0.0,93.07,5.62,110.35
2023,9,19,22,69.69,0.0,93.08,4.94,102.7
2023,9,19,23,69.25,0.0,93.07,4.19,98.25
2023,9,20,0,69.0,0.0,93.04,3.61,98.09
2023,9,20,1,69.12,0.0,93.01,3.33,99.99
2023,9,20,2,69.56,0.0,92.99,3.37,102.72
2023,9,20,3,70.44,0.0,92.99,3.58,104.55
2023,9,20,4,72.31,0.0,93.02,3.67,104.92
2023,9,20,5,74.88,0.0,93.07,3.66,103.98
2023,9,20,6,74.0,0.0,93.14,4.04,102.05
2023,9,20,7,62.75,0.0,93.21,4.16,100.59
2023,9,20,8,43.12,0.0,93.26,3.55,86.35
2023,9,20,9,29.44,0.0,93.26,2.31,63.87
2023,9,20,10,26.81,0.0,93.22,0.4,44.22
2023,9,20,11,25.62,0.0,93.15,0.91,255.13
2023,9,20,12,24.62,0.0,93.05,1.61,244.43
2023,9,20,13,24.12,0.0,92.95,2.13,231.41
2023,9,20,14,24.75,0.0,92.87,2.52,215.02
2023,9,20,15,25.94,0.0,92.82,2.85,195.6
2023,9,20,16,28.0,0.0,92.82,3.39,174.32
2023,9,20,17,36.31,0.0,92.85,3.37,156.23
2023,9,20,18,45.81,0.0,92.9,4.89,143.9
2023,9,20,19,55.81,0.0,92.99,6.4,134.7
2023,9,20,20,67.75,0.0,93.07,6.3,127.75
2023,9,20,21,76.12,0.0,93.11,5.62,124.07
2023,9,20,22,81.81,0.0,93.11,5.04,123.81
2023,9,20,23,86.12,0.0,93.11,4.77,124.86
2023,9,21,0,89.31,0.0,93.08,4.58,121.82
2023,9,21,1,91.31,0.0,93.03,4.3,113.21
2023,9,21,2,92.62,0.0,92.98,3.91,107.67
2023,9,21,3,93.56,0.0,92.95,3.55,104.77
2023,9,21,4,94.0,0.0,92.97,3.36,104.0
2023,9,21,5,93.62,0.0,93.02,3.24,98.87
2023,9,21,6,89.25,0.0,93.07,3.31,88.38
2023,9,21,7,72.75,0.0,93.12,2.88,76.83
2023,9,21,8,49.12,0.0,93.15,2.84,39.99
2023,9,21,9,35.81,0.0,93.15,2.26,357.03
2023,9,21,10,30.19,0.0,93.11,2.28,323.21
2023,9,21,11,26.69,0.0,93.02,2.69,310.53
2023,9,21,12,24.19,0.0,92.92,3.09,300.91
2023,9,21,13,22.62,0.0,92.81,3.31,290.32
2023,9,21,14,21.88,0.0,92.72,3.39,278.49
2023,9,21,15,21.94,0.0,92.66,3.37,266.95
2023,9,21,16,23.12,0.0,92.64,3.24,255.9
2023,9,21,17,35.44,0.0,92.65,2.12,236.13
2023,9,21,18,49.62,0.0,92.69,2.57,199.7
2023,9,21,19,53.0,0.0,92.76,2.8,169.38
2023,9,21,20,59.44,0.0,92.84,2.83,143.54
2023,9,21,21,67.25,0.0,92.89,2.8,123.87
2023,9,21,22,73.06,0.0,92.89,2.91,108.0
2023,9,21,23,76.81,0.0,92.87,3.04,95.31
2023,9,22,0,78.31,0.0,92.84,2.87,86.88
2023,9,22,1,77.31,0.0,92.79,2.58,80.25
2023,9,22,2,74.31,0.0,92.75,2.39,73.87
2023,9,22,3,69.62,0.0,92.71,2.29,65.8
2023,9,22,4,65.06,0.0,92.72,2.24,56.25
2023,9,22,5,62.56,0.0,92.77,2.25,46.4
2023,9,22,6,62.62,0.0,92.82,2.26,35.72
2023,9,22,7,43.81,0.0,92.87,3.01,26.83
2023,9,22,8,31.0,0.0,92.89,1.74,354.85
2023,9,22,9,27.38,0.0,92.87,2.08,287.07
2023,9,22,10,25.12,0.0,92.84,2.85,274.56
2023,9,22,11,23.19,0.0,92.76,3.29,276.27
2023,9,22,12,21.81,0.0,92.68,3.63,272.22
2023,9,22,13,21.31,0.0,92.61,3.8,263.62
2023,9,22,14,21.44,0.0,92.55,3.91,252.91
2023,9,22,15,22.56,0.0,92.53,4.03,238.41
2023,9,22,16,25.44,0.0,92.56,3.74,221.11
2023,9,22,17,34.12,0.0,92.62,2.57,195.35
2023,9,22,18,45.81,0.0,92.68,2.84,161.07
2023,9,22,19,48.5,0.0,92.74,4.02,137.44
2023,9,22,20,54.56,0.0,92.81,5.06,121.95
2023,9,22,21,59.69,0.0,92.86,4.91,111.29
2023,9,22,22,62.12,0.0,92.85,4.42,103.5
2023,9,22,23,64.69,0.0,92.85,3.74,103.28
2023,9,23,0,67.06,0.0,92.84,3.25,108.52
2023,9,23,1,68.44,0.0,92.8,3.12,109.75
2023,9,23,2,69.19,0.0,92.75,3.04,107.32
2023,9,23,3,69.5,0.0,92.74,3.04,103.39
2023,9,23,4,66.94,0.0,92.76,3.28,96.84
2023,9,23,5,67.44,0.0,92.81,2.74,88.86
2023,9,23,6,65.25,0.0,92.86,3.01,81.05
2023,9,23,7,52.88,0.0,92.9,3.25,75.66
2023,9,23,8,37.62,0.0,92.92,2.99,59.01
2023,9,23,9,30.12,0.0,92.89,1.59,25.56
2023,9,23,10,25.94,0.0,92.84,1.17,312.56
2023,9,23,11,23.0,0.0,92.73,1.73,287.37
2023,9,23,12,21.12,0.0,92.63,2.3,266.69
2023,9,23,13,20.19,0.0,92.54,2.71,250.62
2023,9,23,14,19.94,0.0,92.46,2.93,238.17
2023,9,23,15,20.38,0.0,92.42,3.26,221.99
2023,9,23,16,21.88,0.0,92.44,3.73,203.18
2023,9,23,17,27.19,0.0,92.51,3.6,177.63
2023,9,23,18,38.88,0.0,92.59,4.15,147.69
2023,9,23,19,48.69,0.0,92.68,6.04,128.96
2023,9,23,20,59.62,0.0,92.77,5.78,112.33
2023,9,23,21,64.06,0.0,92.78,4.84,97.24
2023,9,23,22,65.31,0.0,92.74,3.88,82.47
2023,9,23,23,64.94,0.0,92.67,3.04,66.86
2023,9,24,0,64.56,0.0,92.61,2.48,54.86
2023,9,24,1,64.38,0.0,92.57,2.36,47.55
2023,9,24,2,64.38,0.0,92.54,2.35,41.63
2023,9,24,3,64.69,0.0,92.53,2.41,35.75
2023,9,24,4,65.75,0.0,92.55,2.48,32.39
2023,9,24,5,66.88,0.0,92.61,2.58,31.62
2023,9,24,6,63.0,0.0,92.68,2.57,31.56
2023,9,24,7,48.56,0.0,92.74,3.46,29.23
2023,9,24,8,34.81,0.0,92.76,2.43,359.63
2023,9,24,9,26.06,0.0,92.74,2.78,308.16
2023,9,24,10,23.62,0.0,92.72,3.57,295.5
2023,9,24,11,22.19,0.0,92.67,4.04,290.61
2023,9,24,12,21.06,0.0,92.59,4.32,284.89
2023,9,24,13,20.25,0.0,92.5,4.47,276.73
2023,9,24,14,20.31,0.0,92.43,4.46,267.59
2023,9,24,15,21.0,0.0,92.38,4.11,259.27
2023,9,24,16,22.62,0.0,92.36,3.23,253.85
2023,9,24,17,34.12,0.0,92.41,1.87,245.89
2023,9,24,18,41.0,0.0,92.46,1.65,232.32
2023,9,24,19,37.94,0.0,92.49,0.86,182.6
2023,9,24,20,40.88,0.0,92.56,1.15,125.31
2023,9,24,21,45.75,0.0,92.59,1.73,96.74
2023,9,24,22,49.31,0.0,92.45,2.38,62.68
2023,9,24,23,50.88,0.0,92.42,2.32,50.89
2023,9,25,0,53.38,0.0,92.48,1.5,72.41
2023,9,25,1,57.94,0.0,92.5,1.15,144.69
2023,9,25,2,61.5,0.0,92.49,2.71,162.56
2023,9,25,3,68.81,0.0,92.56,5.19,159.27
2023,9,25,4,79.25,0.0,92.69,6.93,148.52
2023,9,25,5,85.5,0.0,92.79,6.91,138.44
2023,9,25,6,85.94,0.0,92.83,6.22,124.71
2023,9,25,7,74.25,0.0,92.82,5.84,109.94
2023,9,25,8,60.38,0.0,92.79,4.27,90.31
2023,9,25,9,46.5,0.0,92.81,1.55,94.62
2023,9,25,10,35.0,0.0,92.84,2.65,195.76
2023,9,25,11,33.69,0.01,92.8,4.39,193.79
2023,9,25,12,31.44,0.01,92.72,4.9,195.81
2023,9,25,13,29.62,0.01,92.63,4.07,204.35
2023,9,25,14,27.81,0.01,92.53,3.22,220.96
2023,9,25,15,27.19,0.01,92.46,3.17,234.94
2023,9,25,16,28.31,0.0,92.43,3.43,234.36
2023,9,25,17,36.0,0.0,92.45,2.72,220.92
2023,9,25,18,49.19,0.0,92.5,2.55,189.35
2023,9,25,19,53.06,0.01,92.57,3.58,160.38
2023,9,25,20,62.0,0.0,92.66,5.35,139.38
2023,9,25,21,73.62,0.0,92.73,6.06,128.2
2023,9,25,22,81.5,0.0,92.73,6.42,123.44
2023,9,25,23,86.19,0.0,92.69,6.13,122.98
2023,9,26,0,87.69,0.0,92.68,5.76,130.93
2023,9,26,1,86.88,0.0,92.63,5.97,123.25
2023,9,26,2,86.31,0.0,92.51,5.2,107.56
2023,9,26,3,87.5,0.0,92.48,3.8,103.67
2023,9,26,4,89.62,0.0,92.5,3.01,108.15
2023,9,26,5,91.56,0.0,92.56,2.57,109.37
2023,9,26,6,88.25,0.0,92.61,3.24,103.97
2023,9,26,7,72.56,0.0,92.64,3.22,91.11
2023,9,26,8,50.38,0.0,92.65,2.27,60.96
2023,9,26,9,33.75,0.3,92.63,1.59,334.32
2023,9,26,10,28.56,0.21,92.58,3.46,296.16
2023,9,26,11,26.12,0.14,92.48,5.06,290.5
2023,9,26,12,24.75,0.05,92.37,6.08,287.2
2023,9,26,13,23.94,0.02,92.25,6.51,282.62
2023,9,26,14,23.88,0.01,92.16,6.45,278.01
2023,9,26,15,24.62,0.01,92.1,6.1,274.26
2023,9,26,16,26.12,0.01,92.09,5.66,272.69
2023,9,26,17,30.5,0.0,92.12,4.23,269.26
2023,9,26,18,40.88,0.01,92.17,3.03,261.1
2023,9,26,19,43.19,0.0,92.24,3.27,257.29
2023,9,26,20,44.75,0.0,92.33,3.29,259.04
2023,9,26,21,49.0,0.02,92.38,2.72,264.4
2023,9,26,22,55.12,0.06,92.39,2.41,274.47
2023,9,26,23,59.56,0.08,92.36,2.27,291.18
2023,9,27,0,62.25,0.06,92.32,2.31,312.67
2023,9,27,1,64.25,0.02,92.27,2.45,328.44
2023,9,27,2,66.19,0.0,92.25,2.65,336.23
2023,9,27,3,67.75,0.0,92.25,2.99,340.14
2023,9,27,4,69.38,0.0,92.27,3.23,345.86
2023,9,27,5,70.12,0.0,92.3,3.84,353.58
2023,9,27,6,67.12,0.01,92.35,5.03,356.43
2023,9,27,7,61.12,0.02,92.42,5.62,352.66
2023,9,27,8,53.44,0.02,92.47,7.21,336.71
2023,9,27,9,43.31,0.02,92.47,7.95,320.82
2023,9,27,10,34.5,0.0,92.4,8.23,306.94
2023,9,27,11,29.81,0.0,92.31,8.44,300.67
2023,9,27,12,27.5,0.0,92.22,8.75,298.08
2023,9,27,13,26.88,0.0,92.13,8.6,295.33
2023,9,27,14,27.44,0.01,92.08,8.06,291.86
2023,9,27,15,28.44,0.07,92.05,7.35,290.26
2023,9,27,16,32.5,0.56,92.07,5.36,286.77
2023,9,27,17,47.38,1.56,92.14,1.94,247.04
2023,9,27,18,62.31,3.76,92.25,3.7,168.69
2023,9,27,19,77.12,5.34,92.41,6.86,144.59
2023,9,27,20,88.31,4.57,92.56,8.09,133.67
2023,9,27,21,89.38,1.18,92.65,7.87,136.97
2023,9,27,22,87.25,0.2,92.7,7.45,140.36
2023,9,27,23,87.06,0.25,92.72,7.41,143.44
2023,9,28,0,87.88,0.4,92.69,7.34,146.46
2023,9,28,1,88.25,0.51,92.66,7.12,148.82
2023,9,28,2,88.06,0.54,92.65,6.9,149.51
2023,9,28,3,88.12,0.5,92.67,6.61,150.01
2023,9,28,4,88.12,0.47,92.74,6.49,150.56
2023,9,28,5,88.38,0.49,92.83,6.39,149.99
2023,9,28,6,87.62,0.68,92.92,6.53,145.34
2023,9,28,7,81.75,0.84,93.0,7.32,139.29
2023,9,28,8,73.44,0.75,93.07,7.57,137.72
2023,9,28,9,65.69,0.0,93.12,7.53,139.67
2023,9,28,10,59.69,0.0,93.12,7.49,140.25
2023,9,28,11,55.19,0.0,93.1,7.34,139.27
2023,9,28,12,52.38,0.0,93.06,7.07,139.62
2023,9,28,13,51.69,0.0,93.04,6.96,141.06
2023,9,28,14,52.56,0.0,93.02,7.1,141.83
2023,9,28,15,55.56,0.0,93.03,7.37,140.64
2023,9,28,16,60.31,0.0,93.06,7.59,138.38
2023,9,28,17,67.44,0.0,93.11,7.56,136.17
2023,9,28,18,76.0,0.0,93.15,7.09,134.33
2023,9,28,19,82.5,0.0,93.17,6.8,131.64
2023,9,28,20,86.25,0.0,93.18,6.45,130.38
2023,9,28,21,88.12,0.0,93.19,6.32,131.29
2023,9,28,22,89.25,0.0,93.18,6.28,133.08
2023,9,28,23,89.75,0.0,93.16,6.4,132.53
2023,9,29,0,89.62,0.0,93.14,6.31,129.07
2023,9,29,1,90.0,0.0,93.11,6.03,126.04
2023,9,29,2,90.44,0.0,93.1,5.85,124.56
2023,9,29,3,90.75,0.0,93.11,5.76,123.71
2023,9,29,4,90.69,0.0,93.15,5.74,121.53
2023,9,29,5,90.0,0.0,93.2,5.72,116.18
2023,9,29,6,87.5,0.0,93.25,5.89,108.96
2023,9,29,7,76.44,0.0,93.28,6.05,96.3
2023,9,29,8,63.88,0.0,93.29,4.59,83.75
2023,9,29,9,55.31,0.0,93.27,2.31,70.4
2023,9,29,10,49.12,0.0,93.22,0.34,346.91
2023,9,29,11,44.56,0.0,93.15,1.59,260.4
2023,9,29,12,42.56,0.0,93.07,2.71,255.8
2023,9,29,13,42.5,0.0,93.01,3.19,253.21
2023,9,29,14,43.0,0.0,92.97,3.34,248.9
2023,9,29,15,43.75,0.0,92.96,3.03,232.33
2023,9,29,16,45.88,0.0,92.96,3.01,190.93
2023,9,29,17,53.75,0.0,93.01,3.75,153.65
2023,9,29,18,63.0,0.0,93.07,5.69,136.17
2023,9,29,19,73.88,0.0,93.15,7.12,125.49
2023,9,29,20,81.25,0.0,93.2,7.11,116.34
2023,9,29,21,83.44,0.0,93.19,5.98,112.34
2023,9,29,22,85.31,0.0,93.15,4.96,113.09
2023,9,29,23,87.38,0.0,93.09,4.41,116.16
2023,9,30,0,89.19,0.0,93.03,4.21,117.9
2023,9,30,1,90.88,0.0,92.99,4.02,116.76
2023,9,30,2,92.12,0.0,92.97,3.78,112.37
2023,9,30,3,93.06,0.0,92.96,3.54,103.15
2023,9,30,4,93.5,0.0,92.98,3.16,90.42
2023,9,30,5,94.0,0.0,93.01,2.65,78.09
2023,9,30,6,90.38,0.0,93.05,2.93,67.26
2023,9,30,7,77.38,0.0,93.1,2.92,50.31
2023,9,30,8,61.75,0.0,93.11,3.42,7.09
2023,9,30,9,52.31,0.06,93.08,3.59,340.66
2023,9,30,10,45.69,0.07,93.03,3.79,325.07
2023,9,30,11,41.06,0.09,92.95,3.99,309.2
2023,9,30,12,38.12,0.18,92.86,4.21,295.76
2023,9,30,13,36.81,0.3,92.78,4.25,285.34
2023,9,30,14,37.5,0.45,92.7,4.07,273.3
2023,9,30,15,39.5,0.39,92.66,3.69,248.0
2023,9,30,16,44.25,0.26,92.66,3.64,200.46
2023,9,30,17,56.31,0.2,92.69,4.05,158.53
2023,9,30,18,72.94,0.29,92.74,5.17,136.35
2023,9,30,19,84.25,0.59,92.79,6.27,125.87
2023,9,30,20,89.44,1.95,92.81,5.98,119.45
2023,9,30,21,91.12,4.84,92.81,4.87,116.28
2023,9,30,22,93.19,8.14,92.81,3.43,123.18
2023,9,30,23,95.0,6.54,92.82,2.6,134.88
2023,10,1,0,95.06,2.04,92.76,2.38,106.59
2023,10,1,1,94.88,0.58,92.7,2.27,76.49
2023,10,1,2,95.62,0.41,92.65,1.54,55.1
2023,10,1,3,96.25,0.41,92.62,1.22,41.63
2023,10,1,4,96.44,0.27,92.61,1.52,21.96
2023,10,1,5,97.5,0.13,92.68,2.15,355.62
2023,10,1,6,96.56,0.12,92.76,3.06,340.78
2023,10,1,7,93.06,0.33,92.8,3.7,336.85
2023,10,1,8,88.75,0.79,92.82,3.66,337.54
2023,10,1,9,80.31,0.13,92.81,3.79,332.48
2023,10,1,10,69.0,0.24,92.77,4.5,317.75
2023,10,1,11,68.44,0.39,92.71,5.56,306.66
2023,10,1,12,70.69,0.44,92.64,6.08,296.47
2023,10,1,13,70.25,0.33,92.58,5.85,286.04
2023,10,1,14,69.31,0.19,92.5,4.46,275.02
2023,10,1,15,70.88,0.1,92.41,2.33,260.76
2023,10,1,16,78.44,0.09,92.38,1.57,203.39
2023,10,1,17,87.56,0.09,92.44,4.1,176.83
2023,10,1,18,91.5,0.08,92.54,5.4,166.61
2023,10,1,19,89.0,0.11,92.66,5.59,142.33
2023,10,1,20,90.44,0.26,92.71,5.24,129.5
2023,10,1,21,92.56,1.0,92.77,4.48,124.05
2023,10,1,22,93.75,1.45,92.78,3.92,125.59
2023,10,1,23,94.62,0.74,92.74,3.43,127.78
2023,10,2,0,95.19,0.12,92.69,3.19,131.33
2023,10,2,1,95.69,0.01,92.63,3.07,136.44
2023,10,2,2,95.94,0.0,92.58,2.93,138.57
2023,10,2,3,96.25,0.01,92.55,2.61,134.88
2023,10,2,4,96.44,0.01,92.56,2.43,126.24
2023,10,2,5,96.44,0.01,92.59,2.66,119.2
2023,10,2,6,94.06,0.01,92.64,3.45,113.49
2023,10,2,7,85.44,0.0,92.7,3.78,104.24
2023,10,2,8,74.31,0.0,92.74,2.87,95.77
2023,10,2,9,64.31,0.0,92.73,0.76,106.19
2023,10,2,10,54.94,0.01,92.69,2.28,257.54
2023,10,2,11,51.56,0.01,92.62,3.58,261.46
2023,10,2,12,50.0,0.02,92.53,4.17,259.85
2023,10,2,13,49.81,0.02,92.44,4.49,255.17
2023,10,2,14,50.38,0.02,92.37,4.39,251.76
2023,10,2,15,52.25,0.02,92.33,3.85,246.66
2023,10,2,16,55.5,0.02,92.33,3.12,236.55
2023,10,2,17,64.81,0.01,92.37,2.02,208.65
2023,10,2,18,81.62,0.0,92.42,2.03,159.75
2023,10,2,19,81.88,0.0,92.47,3.28,134.81
2023,10,2,20,85.62,0.0,92.53,4.58,125.13
2023,10,2,21,89.56,0.0,92.6,4.66,121.0
2023,10,2,22,90.69,0.0,92.64,4.13,121.13
2023,10,2,23,91.25,0.0,92.63,3.72,120.72
2023,10,3,0,92.31,0.0,92.6,3.28,119.86
2023,10,3,1,93.31,0.0,92.55,3.2,119.38
2023,10,3,2,94.06,0.0,92.51,3.27,118.71
2023,10,3,3,94.44,0.0,92.5,3.24,117.74
2023,10,3,4,94.81,0.0,92.52,3.15,116.69
2023,10,3,5,95.06,0.0,92.58,3.12,117.59
2023,10,3,6,92.69,0.0,92.65,3.44,115.46
2023,10,3,7,83.25,0.0,92.72,2.99,114.42
2023,10,3,8,71.81,0.0,92.78,1.49,144.15
2023,10,3,9,64.88,0.0,92.78,1.28,231.67
2023,10,3,10,56.81,0.0,92.75,3.52,268.47
2023,10,3,11,52.19,0.0,92.69,4.48,272.6
2023,10,3,12,49.88,0.0,92.61,4.65,271.93
2023,10,3,13,48.12,0.0,92.51,4.4,266.13
2023,10,3,14,46.62,0.0,92.42,4.0,256.34
2023,10,3,15,46.62,0.0,92.37,3.51,243.32
2023,10,3,16,48.31,0.0,92.36,3.01,225.95
2023,10,3,17,59.25,0.0,92.39,2.1,198.43
2023,10,3,18,77.0,0.0,92.44,2.13,155.03
2023,10,3,19,77.81,0.0,92.49,2.71,125.48
2023,10,3,20,79.94,0.0,92.53,3.61,105.3
2023,10,3,21,83.69,0.0,92.59,4.28,94.61
2023,10,3,22,87.12,0.0,92.59,4.05,84.8
2023,10,3,23,89.56,0.0,92.58,3.04,77.97
2023,10,4,0,91.0,0.0,92.54,2.43,67.31
2023,10,4,1,91.5,0.0,92.49,2.22,56.2
2023,10,4,2,91.38,0.0,92.46,2.19,43.84
2023,10,4,3,90.19,0.0,92.44,2.14,26.47
2023,10,4,4,89.94,0.0,92.42,2.39,13.4
2023,10,4,5,88.56,0.0,92.38,2.84,7.42
2023,10,4,6,81.94,0.0,92.41,3.83,1.05
2023,10,4,7,70.88,0.0,92.47,4.73,354.22
2023,10,4,8,57.81,0.0,92.55,5.8,339.98
2023,10,4,9,50.12,1.29,92.58,7.16,326.85
2023,10,4,10,46.81,2.64,92.56,7.92,319.32
2023,10,4,11,45.31,1.21,92.52,8.03,316.62
2023,10,4,12,43.5,1.14,92.44,7.86,316.77
2023,10,4,13,41.69,2.28,92.32,7.42,318.16
2023,10,4,14,41.5,2.29,92.2,6.93,316.37
2023,10,4,15,43.44,0.24,92.13,6.2,313.01
2023,10,4,16,51.38,0.2,92.13,4.55,310.89
2023,10,4,17,66.44,0.03,92.19,3.17,309.7
2023,10,4,18,74.44,0.01,92.25,3.08,314.69
2023,10,4,19,75.94,0.0,92.32,3.12,323.45
2023,10,4,20,77.31,0.0,92.36,3.28,338.76
2023,10,4,21,76.94,0.0,92.36,4.07,353.38
2023,10,4,22,76.81,0.0,92.32,5.19,359.91
