-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2023,6,27,17,4.46,336.67
2023,6,27,18,3.97,347.74
2023,6,27,19,3.98,0.9
2023,6,27,20,4.46,11.92
2023,6,27,21,5.25,18.22
2023,6,27,22,5.92,19.34
2023,6,27,23,6.07,17.15
2023,6,28,0,5.79,11.84
2023,6,28,1,5.36,5.19
2023,6,28,2,5.1,358.51
2023,6,28,3,5.08,353.47
2023,6,28,4,5.22,350.88
2023,6,28,5,5.41,349.76
2023,6,28,6,5.61,349.24
2023,6,28,7,5.4,346.27
2023,6,28,8,4.26,341.4
2023,6,28,9,4.67,335.62
2023,6,28,10,7.27,320.19
2023,6,28,11,8.09,315.0
2023,6,28,12,7.91,311.48
2023,6,28,13,7.47,308.08
2023,6,28,14,6.83,306.02
2023,6,28,15,5.99,302.8
2023,6,28,16,4.94,299.16
2023,6,28,17,4.2,298.04
2023,6,28,18,3.5,298.79
2023,6,28,19,3.0,296.63
2023,6,28,20,2.66,286.57
2023,6,28,21,2.49,269.46
2023,6,28,22,2.62,247.18
2023,6,28,23,2.95,225.64
2023,6,29,0,3.1,206.31
2023,6,29,1,3.12,183.16
2023,6,29,2,3.59,159.75
2023,6,29,3,4.63,143.03
2023,6,29,4,5.83,130.65
2023,6,29,5,6.74,118.53
2023,6,29,6,7.09,108.71
2023,6,29,7,6.41,104.17
2023,6,29,8,5.04,107.87
2023,6,29,9,5.52,106.87
2023,6,29,10,4.57,104.75
2023,6,29,11,3.92,110.42
2023,6,29,12,3.8,121.37
2023,6,29,13,3.98,128.47
2023,6,29,14,4.32,131.48
2023,6,29,15,5.11,135.06
2023,6,29,16,6.43,140.97
2023,6,29,17,7.9,143.69
2023,6,29,18,8.13,141.43
2023,6,29,19,7.86,139.36
2023,6,29,20,8.16,133.95
2023,6,29,21,7.68,132.65
2023,6,29,22,7.55,132.44
2023,6,29,23,7.7,128.49
2023,6,30,0,7.63,124.15
2023,6,30,1,7.58,120.21
2023,6,30,2,7.78,115.28
2023,6,30,3,7.46,108.49
2023,6,30,4,6.64,103.55
2023,6,30,5,6.13,99.53
2023,6,30,6,5.49,98.43
2023,6,30,7,4.94,95.53
2023,6,30,8,4.77,87.28
2023,6,30,9,4.17,76.9
2023,6,30,10,2.53,53.91
2023,6,30,11,1.48,5.44
2023,6,30,12,1.42,318.13
2023,6,30,13,1.61,277.23
2023,6,30,14,1.82,245.64
2023,6,30,15,1.92,213.69
2023,6,30,16,2.91,179.85
2023,6,30,17,5.0,160.46
2023,6,30,18,6.38,145.78
2023,6,30,19,6.73,134.06
2023,6,30,20,6.72,125.82
2023,6,30,21,6.51,117.73
2023,6,30,22,6.02,112.34
2023,6,30,23,5.42,105.54
2023,7,1,0,4.83,97.71
2023,7,1,1,4.34,91.14
2023,7,1,2,4.08,81.96
2023,7,1,3,3.89,70.87
2023,7,1,4,3.6,59.76
2023,7,1,5,3.36,53.8
2023,7,1,6,3.43,51.1
2023,7,1,7,3.41,46.21
2023,7,1,8,2.0,32.69
2023,7,1,9,1.03,343.76
2023,7,1,10,1.76,304.11
2023,7,1,11,2.8,293.7
2023,7,1,12,3.18,279.46
2023,7,1,13,3.21,263.01
2023,7,1,14,3.25,247.38
2023,7,1,15,3.32,231.11
2023,7,1,16,3.65,211.78
2023,7,1,17,4.82,190.45
2023,7,1,18,5.91,172.71
2023,7,1,19,6.33,156.22
2023,7,1,20,6.29,144.45
2023,7,1,21,6.1,136.97
2023,7,1,22,5.7,133.5
2023,7,1,23,5.23,134.15
2023,7,2,0,5.01,138.6
2023,7,2,1,4.81,138.95
2023,7,2,2,4.45,134.93
2023,7,2,3,3.88,127.22
2023,7,2,4,3.47,121.07
2023,7,2,5,3.49,123.87
2023,7,2,6,3.89,126.43
2023,7,2,7,3.98,125.9
2023,7,2,8,3.57,130.48
2023,7,2,9,3.15,139.23
2023,7,2,10,2.84,155.41
2023,7,2,11,2.94,170.51
2023,7,2,12,2.94,178.48
2023,7,2,13,2.84,181.1
2023,7,2,14,3.02,179.26
2023,7,2,15,3.62,173.55
2023,7,2,16,4.57,161.13
2023,7,2,17,6.39,149.67
2023,7,2,18,7.67,140.83
2023,7,2,19,7.44,133.55
2023,7,2,20,6.82,128.44
2023,7,2,21,6.46,127.13
2023,7,2,22,6.28,125.99
2023,7,2,23,6.05,123.36
2023,7,3,0,5.92,120.19
2023,7,3,1,5.79,118.81
2023,7,3,2,5.81,119.5
2023,7,3,3,6.17,120.07
2023,7,3,4,6.61,119.9
2023,7,3,5,7.15,118.95
2023,7,3,6,7.24,118.14
2023,7,3,7,6.96,115.53
2023,7,3,8,7.27,111.9
2023,7,3,9,6.71,112.09
2023,7,3,10,6.0,115.6
2023,7,3,11,5.55,121.99
2023,7,3,12,5.45,126.49
2023,7,3,13,5.51,128.67
2023,7,3,14,5.76,131.15
2023,7,3,15,6.17,132.74
2023,7,3,16,6.6,134.95
2023,7,3,17,7.26,138.8
2023,7,3,18,7.55,137.47
2023,7,3,19,7.45,134.32
2023,7,3,20,7.31,131.01
2023,7,3,21,7.23,126.7
2023,7,3,22,7.09,122.03
2023,7,3,23,6.89,116.16
2023,7,4,0,6.67,111.85
2023,7,4,1,6.28,109.99
2023,7,4,2,5.84,109.14
2023,7,4,3,5.68,106.71
2023,7,4,4,5.4,103.29
2023,7,4,5,5.32,99.05
2023,7,4,6,5.38,94.33
2023,7,4,7,5.21,90.09
2023,7,4,8,4.74,84.89
2023,7,4,9,3.81,77.68
2023,7,4,10,2.28,57.72
2023,7,4,11,1.53,17.51
2023,7,4,12,1.71,344.38
2023,7,4,13,2.02,327.48
2023,7,4,14,2.11,316.5
2023,7,4,15,2.01,309.95
2023,7,4,16,1.76,300.79
2023,7,4,17,1.28,266.86
2023,7,4,18,1.09,191.15
2023,7,4,19,2.19,135.29
2023,7,4,20,3.5,104.87
2023,7,4,21,4.78,81.83
2023,7,4,22,5.71,68.99
2023,7,4,23,5.98,63.7
2023,7,5,0,5.97,62.16
2023,7,5,1,5.96,60.14
2023,7,5,2,6.06,57.38
2023,7,5,3,6.08,53.94
2023,7,5,4,5.81,49.42
2023,7,5,5,5.25,43.13
2023,7,5,6,4.91,36.32
2023,7,5,7,4.52,31.85
2023,7,5,8,3.31,27.83
2023,7,5,9,3.58,9.17
2023,7,5,10,3.72,347.25
2023,7,5,11,4.12,336.4
2023,7,5,12,4.57,331.42
2023,7,5,13,4.93,329.33
2023,7,5,14,5.07,328.69
2023,7,5,15,4.88,328.75
2023,7,5,16,4.32,331.95
2023,7,5,17,3.98,346.73
2023,7,5,18,4.11,6.88
2023,7,5,19,4.88,21.8
2023,7,5,20,5.71,30.14
2023,7,5,21,6.46,34.31
2023,7,5,22,6.87,35.23
2023,7,5,23,6.82,33.69
2023,7,6,0,6.79,33.6
2023,7,6,1,6.78,33.49
2023,7,6,2,6.58,32.24
2023,7,6,3,6.41,30.32
2023,7,6,4,6.37,28.32
2023,7,6,5,6.5,26.35
2023,7,6,6,6.56,25.1
2023,7,6,7,6.16,23.61
2023,7,6,8,4.38,19.47
2023,7,6,9,4.78,1.87
2023,7,6,10,5.23,346.79
2023,7,6,11,5.1,338.9
2023,7,6,12,5.23,334.24
2023,7,6,13,5.28,329.6
2023,7,6,14,5.16,326.12
2023,7,6,15,4.89,324.56
2023,7,6,16,4.5,326.39
2023,7,6,17,4.39,335.03
2023,7,6,18,4.44,350.17
2023,7,6,19,5.01,3.31
2023,7,6,20,5.8,10.16
2023,7,6,21,6.44,14.9
2023,7,6,22,6.9,17.47
2023,7,6,23,6.92,17.68
2023,7,7,0,6.82,14.86
2023,7,7,1,6.64,10.37
2023,7,7,2,6.5,5.66
2023,7,7,3,6.49,1.17
2023,7,7,4,6.49,358.41
2023,7,7,5,6.46,357.02
2023,7,7,6,6.32,359.58
2023,7,7,7,5.91,4.25
2023,7,7,8,4.49,4.9
2023,7,7,9,4.63,351.56
2023,7,7,10,4.76,333.98
2023,7,7,11,4.33,323.5
2023,7,7,12,4.01,313.58
2023,7,7,13,3.73,302.53
2023,7,7,14,3.43,296.8
2023,7,7,15,3.07,296.76
2023,7,7,16,2.7,301.76
2023,7,7,17,2.24,316.69
2023,7,7,18,2.09,338.99
2023,7,7,19,2.38,0.19
2023,7,7,20,3.08,15.77
2023,7,7,21,3.99,24.3
2023,7,7,22,4.76,26.31
2023,7,7,23,5.53,24.9
2023,7,8,0,6.16,23.87
2023,7,8,1,6.55,23.41
2023,7,8,2,6.81,21.74
2023,7,8,3,6.63,17.47
2023,7,8,4,6.57,12.65
2023,7,8,5,6.71,3.34
2023,7,8,6,6.95,355.68
2023,7,8,7,6.67,350.84
2023,7,8,8,5.46,344.57
2023,7,8,9,5.64,336.56
2023,7,8,10,7.63,319.9
2023,7,8,11,8.28,311.48
2023,7,8,12,7.86,308.5
2023,7,8,13,7.63,304.91
2023,7,8,14,7.75,299.8
2023,7,8,15,7.64,297.59
2023,7,8,16,7.11,298.28
2023,7,8,17,7.05,294.63
2023,7,8,18,6.74,292.94
2023,7,8,19,6.48,294.43
2023,7,8,20,6.39,293.87
2023,7,8,21,6.08,287.88
2023,7,8,22,5.45,277.99
2023,7,8,23,4.6,262.78
2023,7,9,0,4.06,246.4
2023,7,9,1,3.54,232.8
2023,7,9,2,2.37,218.31
2023,7,9,3,2.63,205.5
2023,7,9,4,2.28,174.68
2023,7,9,5,2.1,165.55
2023,7,9,6,2.01,141.79
2023,7,9,7,2.83,96.65
2023,7,9,8,2.9,72.1
2023,7,9,9,2.23,47.55
2023,7,9,10,2.31,22.66
2023,7,9,11,3.25,359.59
2023,7,9,12,3.98,338.47
2023,7,9,13,4.36,318.78
2023,7,9,14,4.32,311.26
2023,7,9,15,3.87,313.04
2023,7,9,16,2.95,313.5
2023,7,9,17,1.53,300.11
2023,7,9,18,0.45,111.61
2023,7,9,19,2.5,97.9
2023,7,9,20,3.86,91.04
2023,7,9,21,4.66,83.27
2023,7,9,22,4.95,77.5
2023,7,9,23,4.82,72.27
2023,7,10,0,4.79,68.08
2023,7,10,1,4.79,59.84
2023,7,10,2,4.85,49.77
2023,7,10,3,5.31,40.53
2023,7,10,4,5.63,33.56
2023,7,10,5,5.49,26.27
2023,7,10,6,5.2,21.79
2023,7,10,7,4.18,16.17
2023,7,10,8,3.75,21.54
2023,7,10,9,3.62,9.08
2023,7,10,10,4.16,329.77
2023,7,10,11,4.9,312.8
2023,7,10,12,5.76,310.6
2023,7,10,13,6.24,310.43
2023,7,10,14,5.89,309.56
2023,7,10,15,4.71,311.91
2023,7,10,16,3.75,321.94
2023,7,10,17,3.57,334.44
2023,7,10,18,3.82,341.64
2023,7,10,19,4.31,345.08
2023,7,10,20,4.57,343.7
2023,7,10,21,4.58,341.81
2023,7,10,22,4.62,341.17
2023,7,10,23,4.44,334.11
2023,7,11,0,4.39,331.98
2023,7,11,1,4.65,337.57
2023,7,11,2,4.87,345.03
2023,7,11,3,4.75,354.81
2023,7,11,4,4.7,4.19
2023,7,11,5,4.79,10.63
2023,7,11,6,4.99,14.89
2023,7,11,7,5.18,16.38
2023,7,11,8,3.6,15.21
2023,7,11,9,2.88,346.49
2023,7,11,10,4.63,316.71
2023,7,11,11,5.61,307.7
2023,7,11,12,5.79,303.11
2023,7,11,13,5.53,300.48
2023,7,11,14,5.02,300.2
2023,7,11,15,4.33,301.94
2023,7,11,16,3.4,304.71
2023,7,11,17,2.07,302.37
2023,7,11,18,0.75,283.89
2023,7,11,19,0.79,145.52
2023,7,11,20,1.96,114.93
2023,7,11,21,2.96,90.76
2023,7,11,22,3.94,67.65
2023,7,11,23,4.69,48.18
2023,7,12,0,5.13,32.31
2023,7,12,1,5.39,20.01
2023,7,12,2,5.52,11.42
2023,7,12,3,5.58,6.35
2023,7,12,4,5.59,4.57
2023,7,12,5,5.63,5.66
2023,7,12,6,5.75,9.78
2023,7,12,7,5.52,13.33
2023,7,12,8,4.11,12.64
2023,7,12,9,4.19,3.1
2023,7,12,10,5.81,349.61
2023,7,12,11,7.98,337.25
2023,7,12,12,9.34,330.37
2023,7,12,13,10.21,327.4
2023,7,12,14,10.24,325.91
2023,7,12,15,9.65,325.25
2023,7,12,16,8.73,325.2
2023,7,12,17,8.83,326.62
2023,7,12,18,9.05,327.59
2023,7,12,19,9.52,328.25
2023,7,12,20,10.44,328.77
2023,7,12,21,11.32,329.5
2023,7,12,22,11.8,329.17
2023,7,12,23,11.82,327.53
2023,7,13,0,10.84,329.52
2023,7,13,1,10.37,336.31
2023,7,13,2,10.62,335.11
2023,7,13,3,10.06,333.43
2023,7,13,4,9.37,335.79
2023,7,13,5,10.46,334.56
2023,7,13,6,10.41,334.78
2023,7,13,7,10.07,334.09
2023,7,13,8,10.23,326.37
2023,7,13,9,12.17,311.07
2023,7,13,10,13.6,301.56
2023,7,13,11,14.1,298.0
2023,7,13,12,14.19,295.7
2023,7,13,13,13.77,294.53
2023,7,13,14,13.03,293.38
2023,7,13,15,11.94,292.67
2023,7,13,16,10.27,290.9
2023,7,13,17,9.64,286.38
2023,7,13,18,9.31,280.29
2023,7,13,19,8.2,274.59
2023,7,13,20,7.06,277.19
2023,7,13,21,7.16,278.6
2023,7,13,22,6.94,288.37
2023,7,13,23,7.44,287.48
2023,7,14,0,6.9,280.97
2023,7,14,1,6.72,265.47
2023,7,14,2,5.87,264.65
2023,7,14,3,5.06,271.42
2023,7,14,4,4.67,266.35
2023,7,14,5,4.43,252.65
2023,7,14,6,3.79,236.93
2023,7,14,7,3.73,209.19
2023,7,14,8,4.2,187.92
2023,7,14,9,3.7,179.64
2023,7,14,10,3.3,180.27
2023,7,14,11,3.08,178.84
2023,7,14,12,2.85,172.11
2023,7,14,13,2.64,165.96
2023,7,14,14,2.7,161.98
2023,7,14,15,3.32,156.09
2023,7,14,16,4.62,150.32
2023,7,14,17,6.82,147.02
2023,7,14,18,8.22,139.51
2023,7,14,19,7.99,133.49
2023,7,14,20,7.47,130.17
2023,7,14,21,7.11,128.62
2023,7,14,22,6.89,127.95
2023,7,14,23,6.92,126.65
2023,7,15,0,6.83,123.8
2023,7,15,1,7.09,119.22
2023,7,15,2,6.55,118.43
2023,7,15,3,6.29,117.14
2023,7,15,4,6.07,113.03
2023,7,15,5,6.2,106.86
2023,7,15,6,5.93,101.16
2023,7,15,7,5.57,94.74
2023,7,15,8,5.43,84.97
2023,7,15,9,4.67,69.84
2023,7,15,10,4.08,33.29
2023,7,15,11,4.28,4.18
2023,7,15,12,4.48,346.18
2023,7,15,13,4.68,336.09
2023,7,15,14,4.63,331.14
2023,7,15,15,4.23,326.69
2023,7,15,16,3.4,315.65
2023,7,15,17,2.27,287.81
2023,7,15,18,1.61,235.69
2023,7,15,19,1.97,184.54
2023,7,15,20,2.45,152.05
2023,7,15,21,2.69,125.07
2023,7,15,22,2.75,101.63
2023,7,15,23,2.84,81.13
2023,7,16,0,2.95,65.13
2023,7,16,1,2.94,50.06
2023,7,16,2,2.93,34.45
2023,7,16,3,2.96,21.21
2023,7,16,4,3.28,13.37
2023,7,16,5,3.96,7.36
2023,7,16,6,4.72,2.84
2023,7,16,7,5.2,2.24
2023,7,16,8,3.79,355.39
2023,7,16,9,3.48,334.59
2023,7,16,10,3.88,323.59
2023,7,16,11,4.15,322.12
2023,7,16,12,4.15,315.15
2023,7,16,13,4.27,302.91
2023,7,16,14,4.71,290.78
2023,7,16,15,5.46,274.76
2023,7,16,16,6.45,253.45
2023,7,16,17,5.94,233.02
2023,7,16,18,4.04,207.51
2023,7,16,19,2.72,165.72
2023,7,16,20,1.99,115.56
2023,7,16,21,1.84,50.01
2023,7,16,22,2.22,10.95
2023,7,16,23,2.22,333.25
2023,7,17,0,2.08,303.81
2023,7,17,1,1.81,290.24
2023,7,17,2,2.17,284.84
2023,7,17,3,2.6,279.18
2023,7,17,4,2.59,274.5
2023,7,17,5,2.1,273.42
2023,7,17,6,1.78,276.06
2023,7,17,7,1.4,292.99
2023,7,17,8,1.32,307.55
2023,7,17,9,1.9,304.08
2023,7,17,10,2.9,297.74
2023,7,17,11,3.67,299.02
2023,7,17,12,4.37,298.03
2023,7,17,13,5.07,294.08
2023,7,17,14,5.33,289.52
2023,7,17,15,5.04,285.54
2023,7,17,16,4.22,281.31
2023,7,17,17,3.1,272.17
2023,7,17,18,1.72,249.84
2023,7,17,19,1.16,159.49
2023,7,17,20,2.5,111.27
2023,7,17,21,3.7,90.6
2023,7,17,22,4.39,72.69
2023,7,17,23,4.45,55.81
2023,7,18,0,4.24,41.41
2023,7,18,1,4.16,30.95
2023,7,18,2,4.09,22.84
2023,7,18,3,3.83,18.66
2023,7,18,4,3.44,18.27
2023,7,18,5,3.04,21.75
2023,7,18,6,2.83,30.88
2023,7,18,7,2.79,42.5
2023,7,18,8,1.58,81.47
2023,7,18,9,0.88,147.02
2023,7,18,10,1.22,247.86
2023,7,18,11,2.36,253.43
2023,7,18,12,3.15,248.65
2023,7,18,13,3.95,238.92
2023,7,18,14,4.54,219.91
2023,7,18,15,5.18,194.33
2023,7,18,16,6.13,170.17
2023,7,18,17,7.09,154.28
2023,7,18,18,7.48,144.57
2023,7,18,19,7.88,137.65
2023,7,18,20,7.84,134.07
2023,7,18,21,7.69,131.66
2023,7,18,22,7.66,128.38
2023,7,18,23,7.64,125.05
2023,7,19,0,7.55,122.49
2023,7,19,1,7.31,123.01
2023,7,19,2,7.29,124.78
2023,7,19,3,7.42,124.53
2023,7,19,4,7.18,123.69
2023,7,19,5,6.9,126.01
2023,7,19,6,6.86,130.38
2023,7,19,7,6.96,133.27
2023,7,19,8,8.09,126.36
2023,7,19,9,7.96,123.88
2023,7,19,10,7.66,125.16
2023,7,19,11,7.27,128.46
2023,7,19,12,7.02,132.39
2023,7,19,13,6.89,136.52
2023,7,19,14,7.1,140.04
2023,7,19,15,7.85,142.07
2023,7,19,16,8.79,141.79
2023,7,19,17,8.69,141.32
2023,7,19,18,8.44,139.81
2023,7,19,19,8.89,133.04
2023,7,19,20,9.55,125.95
2023,7,19,21,10.19,118.29
2023,7,19,22,10.02,113.59
2023,7,19,23,9.92,110.8
2023,7,20,0,10.07,109.21
2023,7,20,1,9.98,109.2
2023,7,20,2,9.85,108.35
2023,7,20,3,9.41,106.54
2023,7,20,4,8.84,106.05
2023,7,20,5,8.48,106.21
2023,7,20,6,7.84,106.74
2023,7,20,7,7.44,103.86
2023,7,20,8,8.01,92.96
2023,7,20,9,6.92,87.02
2023,7,20,10,5.34,84.55
2023,7,20,11,3.98,82.11
2023,7,20,12,3.06,79.55
2023,7,20,13,2.27,77.26
2023,7,20,14,1.56,81.06
2023,7,20,15,1.26,99.29
2023,7,20,16,1.82,133.78
2023,7,20,17,3.96,148.32
2023,7,20,18,5.96,140.53
2023,7,20,19,6.74,125.99
2023,7,20,20,6.9,112.07
2023,7,20,21,6.85,101.78
2023,7,20,22,6.71,94.94
2023,7,20,23,6.48,91.17
2023,7,21,0,6.31,87.52
2023,7,21,1,6.22,80.68
2023,7,21,2,5.9,73.53
2023,7,21,3,5.21,73.36
2023,7,21,4,4.79,73.99
2023,7,21,5,4.55,76.61
2023,7,21,6,4.45,74.33
2023,7,21,7,3.99,65.44
2023,7,21,8,3.64,50.4
2023,7,21,9,2.66,35.09
2023,7,21,10,1.57,24.4
2023,7,21,11,0.98,31.28
2023,7,21,12,0.48,80.54
2023,7,21,13,0.84,133.49
2023,7,21,14,1.43,137.43
2023,7,21,15,2.12,137.98
2023,7,21,16,3.38,146.31
2023,7,21,17,5.43,151.44
2023,7,21,18,6.8,146.82
2023,7,21,19,6.82,137.74
2023,7,21,20,6.69,126.79
2023,7,21,21,6.51,115.67
2023,7,21,22,6.33,106.06
2023,7,21,23,6.09,98.04
2023,7,22,0,6.02,91.26
2023,7,22,1,6.05,85.48
2023,7,22,2,5.99,77.49
2023,7,22,3,5.71,68.66
2023,7,22,4,5.59,58.02
2023,7,22,5,5.65,48.14
2023,7,22,6,5.39,43.59
2023,7,22,7,4.34,43.32
2023,7,22,8,3.77,37.84
2023,7,22,9,3.05,25.19
2023,7,22,10,1.99,24.65
2023,7,22,11,1.67,24.64
2023,7,22,12,1.52,17.32
2023,7,22,13,1.44,9.67
2023,7,22,14,1.43,7.2
2023,7,22,15,1.51,8.34
2023,7,22,16,1.55,8.13
2023,7,22,17,1.43,18.14
2023,7,22,18,1.89,50.19
2023,7,22,19,3.2,59.3
2023,7,22,20,4.43,54.12
2023,7,22,21,5.26,44.58
2023,7,22,22,5.82,34.71
2023,7,22,23,6.05,27.39
2023,7,23,0,5.92,24.88
2023,7,23,1,6.0,28.1
2023,7,23,2,6.3,33.16
2023,7,23,3,6.44,37.86
2023,7,23,4,6.39,41.73
2023,7,23,5,6.37,43.81
2023,7,23,6,6.32,44.6
2023,7,23,7,5.37,32.84
2023,7,23,8,3.92,23.5
2023,7,23,9,4.33,347.82
2023,7,23,10,4.52,333.3
2023,7,23,11,4.12,329.45
2023,7,23,12,3.5,316.27
2023,7,23,13,3.32,306.01
2023,7,23,14,3.33,306.22
2023,7,23,15,3.19,309.23
2023,7,23,16,2.77,309.39
2023,7,23,17,2.05,304.11
2023,7,23,18,0.83,299.21
2023,7,23,19,0.65,107.35
2023,7,23,20,2.0,103.98
2023,7,23,21,3.02,101.02
2023,7,23,22,3.63,98.53
2023,7,23,23,3.89,94.61
2023,7,24,0,4.0,89.22
2023,7,24,1,4.18,84.2
2023,7,24,2,4.57,79.67
2023,7,24,3,4.84,74.75
2023,7,24,4,4.95,69.59
2023,7,24,5,4.96,64.61
2023,7,24,6,4.95,60.6
2023,7,24,7,4.7,57.16
2023,7,24,8,2.88,55.15
2023,7,24,9,1.54,17.06
2023,7,24,10,2.04,328.32
2023,7,24,11,2.37,316.2
2023,7,24,12,2.56,309.31
2023,7,24,13,2.71,304.19
2023,7,24,14,2.67,301.74
2023,7,24,15,2.53,299.42
2023,7,24,16,2.4,286.48
2023,7,24,17,2.83,248.67
2023,7,24,18,3.61,211.11
2023,7,24,19,4.5,179.1
2023,7,24,20,5.36,152.69
2023,7,24,21,6.26,133.23
2023,7,24,22,6.83,119.82
2023,7,24,23,7.03,109.68
2023,7,25,0,6.89,102.9
2023,7,25,1,6.53,97.64
2023,7,25,2,6.14,91.9
2023,7,25,3,5.77,84.17
2023,7,25,4,5.5,75.02
2023,7,25,5,5.29,65.4
2023,7,25,6,5.31,57.2
2023,7,25,7,4.93,50.59
2023,7,25,8,3.06,45.83
2023,7,25,9,2.21,6.09
2023,7,25,10,2.46,327.82
2023,7,25,11,3.15,313.19
2023,7,25,12,3.72,309.54
2023,7,25,13,3.98,307.66
2023,7,25,14,3.73,305.72
2023,7,25,15,3.15,304.08
2023,7,25,16,2.46,300.56
2023,7,25,17,1.65,288.52
2023,7,25,18,0.62,236.31
2023,7,25,19,1.42,139.47
2023,7,25,20,2.7,118.57
2023,7,25,21,3.85,104.46
2023,7,25,22,4.86,93.97
2023,7,25,23,5.65,86.28
2023,7,26,0,6.14,79.0
2023,7,26,1,6.36,71.08
2023,7,26,2,6.35,62.74
2023,7,26,3,6.26,54.09
2023,7,26,4,6.11,45.21
2023,7,26,5,5.85,35.71
2023,7,26,6,5.61,27.64
2023,7,26,7,4.82,21.49
2023,7,26,8,3.57,12.39
2023,7,26,9,4.33,349.08
2023,7,26,10,4.73,335.51
2023,7,26,11,4.96,326.03
2023,7,26,12,5.22,315.42
2023,7,26,13,5.37,305.47
2023,7,26,14,5.28,297.66
2023,7,26,15,5.03,289.79
2023,7,26,16,4.51,281.49
2023,7,26,17,3.94,273.64
2023,7,26,18,3.07,270.0
2023,7,26,19,2.08,274.51
2023,7,26,20,1.54,300.07
2023,7,26,21,1.9,333.65
2023,7,26,22,2.76,348.75
2023,7,26,23,3.58,353.87
2023,7,27,0,3.95,356.83
2023,7,27,1,3.94,0.68
2023,7,27,2,3.74,4.55
2023,7,27,3,3.54,8.88
2023,7,27,4,3.61,16.32
2023,7,27,5,3.89,24.04
2023,7,27,6,4.27,28.86
2023,7,27,7,4.38,30.46
2023,7,27,8,3.01,28.49
2023,7,27,9,1.27,16.87
2023,7,27,10,0.53,41.42
2023,7,27,11,0.27,76.37
2023,7,27,12,0.17,172.23
2023,7,27,13,0.56,187.22
2023,7,27,14,1.31,168.29
2023,7,27,15,2.55,158.39
2023,7,27,16,4.53,153.48
2023,7,27,17,7.0,148.65
2023,7,27,18,8.16,139.08
2023,7,27,19,8.35,130.71
2023,7,27,20,7.5,125.41
2023,7,27,21,7.12,120.53
2023,7,27,22,7.01,114.99
2023,7,27,23,6.85,110.71
2023,7,28,0,6.56,106.97
2023,7,28,1,6.34,104.48
2023,7,28,2,6.16,101.71
2023,7,28,3,5.9,97.99
2023,7,28,4,5.53,91.94
2023,7,28,5,4.96,82.13
2023,7,28,6,4.56,69.33
2023,7,28,7,3.9,53.31
2023,7,28,8,3.25,33.42
2023,7,28,9,5.61,356.81
2023,7,28,10,6.31,336.89
2023,7,28,11,6.45,325.41
2023,7,28,12,6.72,318.58
2023,7,28,13,6.86,310.06
2023,7,28,14,6.78,299.49
2023,7,28,15,6.34,289.28
2023,7,28,16,5.28,279.36
2023,7,28,17,5.01,257.22
2023,7,28,18,6.07,228.29
2023,7,28,19,6.92,203.06
2023,7,28,20,6.66,176.44
2023,7,28,21,6.4,157.82
2023,7,28,22,5.94,147.25
2023,7,28,23,5.42,140.14
2023,7,29,0,5.1,134.19
2023,7,29,1,4.81,135.0
2023,7,29,2,4.74,143.38
2023,7,29,3,5.28,149.68
2023,7,29,4,5.72,148.57
2023,7,29,5,6.79,146.16
2023,7,29,6,7.24,144.05
2023,7,29,7,7.53,140.3
2023,7,29,8,7.96,137.19
2023,7,29,9,7.52,133.53
2023,7,29,10,6.84,131.81
2023,7,29,11,6.24,133.73
2023,7,29,12,5.9,138.38
2023,7,29,13,5.89,143.84
2023,7,29,14,6.34,146.76
2023,7,29,15,6.99,145.62
2023,7,29,16,7.58,143.05
2023,7,29,17,7.88,142.29
2023,7,29,18,7.61,142.3
2023,7,29,19,7.36,139.31
2023,7,29,20,7.19,138.22
2023,7,29,21,7.15,138.9
2023,7,29,22,7.11,136.91
2023,7,29,23,6.86,134.08
2023,7,30,0,6.39,129.99
2023,7,30,1,6.33,126.36
2023,7,30,2,6.47,122.73
2023,7,30,3,6.29,122.37
2023,7,30,4,6.05,122.33
2023,7,30,5,5.6,119.07
2023,7,30,6,5.36,113.35
2023,7,30,7,5.19,106.91
2023,7,30,8,5.15,97.68
2023,7,30,9,3.96,90.79
2023,7,30,10,2.6,84.99
2023,7,30,11,1.41,81.74
2023,7,30,12,0.4,66.95
2023,7,30,13,0.49,274.61
2023,7,30,14,1.09,259.66
2023,7,30,15,1.43,249.59
2023,7,30,16,1.85,227.74
2023,7,30,17,3.38,195.0
2023,7,30,18,4.93,172.08
2023,7,30,19,5.95,152.63
2023,7,30,20,6.44,136.47
2023,7,30,21,6.48,125.78
2023,7,30,22,6.3,120.73
2023,7,30,23,5.92,117.92
2023,7,31,0,5.62,115.89
2023,7,31,1,5.47,113.85
2023,7,31,2,5.3,110.73
2023,7,31,3,5.05,104.79
2023,7,31,4,4.76,97.45
2023,7,31,5,4.5,90.4
2023,7,31,6,4.18,80.33
2023,7,31,7,3.28,67.72
