-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 12/21/2022 through 12/21/2023 
Location: Latitude  -22.9478   Longitude -47.1487 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 755.36 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2023,6,11,18,0.0,0.0,0.0,0.0,0.0
2023,6,11,19,0.0,0.0,0.0,0.0,0.0
2023,6,11,20,0.0,0.0,0.0,0.0,0.0
2023,6,11,21,0.0,0.0,0.0,0.0,0.0
2023,6,11,22,0.0,0.0,0.0,0.0,0.0
2023,6,11,23,0.0,0.0,0.0,0.0,0.0
2023,6,12,0,0.0,0.0,0.0,0.0,0.0
2023,6,12,1,0.0,0.0,0.0,0.0,0.0
2023,6,12,2,0.0,0.0,0.0,0.0,0.0
2023,6,12,3,0.0,0.0,0.0,0.0,0.0
2023,6,12,4,0.0,0.0,0.0,0.0,0.0
2023,6,12,5,0.0,0.0,0.0,0.0,0.0
2023,6,12,6,0.0,0.0,0.0,0.0,0.0
2023,6,12,7,39.45,40.9,4.13,0.02,0.1
2023,6,12,8,126.1,128.8,13.92,0.19,0.92
2023,6,12,9,210.2,209.73,25.2,0.52,2.6
2023,6,12,10,271.52,269.95,34.06,0.9,4.55
2023,6,12,11,304.8,303.75,39.06,1.15,5.95
2023,6,12,12,308.75,308.62,39.72,1.18,6.15
2023,6,12,13,283.45,283.83,35.95,0.99,5.1
2023,6,12,14,228.62,231.48,28.04,0.65,3.23
2023,6,12,15,150.6,156.42,17.23,0.28,1.4
2023,6,12,16,64.7,67.62,6.73,0.05,0.25
2023,6,12,17,4.1,4.17,0.52,0.0,0.0
2023,6,12,18,0.0,0.0,0.0,0.0,0.0
2023,6,12,19,0.0,0.0,0.0,0.0,0.0
2023,6,12,20,0.0,0.0,0.0,0.0,0.0
2023,6,12,21,0.0,0.0,0.0,0.0,0.0
2023,6,12,22,0.0,0.0,0.0,0.0,0.0
2023,6,12,23,0.0,0.0,0.0,0.0,0.0
2023,6,13,0,0.0,0.0,0.0,0.0,0.0
2023,6,13,1,0.0,0.0,0.0,0.0,0.0
2023,6,13,2,0.0,0.0,0.0,0.0,0.0
2023,6,13,3,0.0,0.0,0.0,0.0,0.0
2023,6,13,4,0.0,0.0,0.0,0.0,0.0
2023,6,13,5,0.0,0.0,0.0,0.0,0.0
2023,6,13,6,0.0,0.0,0.0,0.0,0.0
2023,6,13,7,16.17,35.83,2.06,0.01,0.05
2023,6,13,8,38.88,119.4,5.63,0.09,0.45
2023,6,13,9,80.15,198.35,11.56,0.28,1.42
2023,6,13,10,104.92,258.08,15.25,0.46,2.48
2023,6,13,11,127.92,292.67,18.59,0.62,3.4
2023,6,13,12,184.95,305.73,26.14,0.86,4.83
2023,6,13,13,133.95,281.08,19.41,0.6,3.3
2023,6,13,14,95.15,229.1,14.0,0.38,1.95
2023,6,13,15,68.62,153.92,9.55,0.18,0.92
2023,6,13,16,25.98,65.55,3.42,0.03,0.15
2023,6,13,17,2.85,4.1,0.41,0.0,0.0
2023,6,13,18,0.0,0.0,0.0,0.0,0.0
2023,6,13,19,0.0,0.0,0.0,0.0,0.0
2023,6,13,20,0.0,0.0,0.0,0.0,0.0
2023,6,13,21,0.0,0.0,0.0,0.0,0.0
2023,6,13,22,0.0,0.0,0.0,0.0,0.0
2023,6,13,23,0.0,0.0,0.0,0.0,0.0
2023,6,14,0,0.0,0.0,0.0,0.0,0.0
2023,6,14,1,0.0,0.0,0.0,0.0,0.0
2023,6,14,2,0.0,0.0,0.0,0.0,0.0
2023,6,14,3,0.0,0.0,0.0,0.0,0.0
2023,6,14,4,0.0,0.0,0.0,0.0,0.0
2023,6,14,5,0.0,0.0,0.0,0.0,0.0
2023,6,14,6,0.0,0.0,0.0,0.0,0.0
2023,6,14,7,6.3,28.9,0.93,0.01,0.02
2023,6,14,8,16.48,104.98,2.47,0.04,0.2
2023,6,14,9,21.95,186.45,3.36,0.08,0.38
2023,6,14,10,45.42,248.62,6.69,0.19,1.02
2023,6,14,11,80.02,283.88,12.09,0.39,2.17
2023,6,14,12,67.8,304.8,10.38,0.34,1.9
2023,6,14,13,67.9,279.05,10.5,0.32,1.77
2023,6,14,14,44.67,226.02,6.94,0.19,0.95
2023,6,14,15,17.4,149.65,2.55,0.05,0.23
2023,6,14,16,10.27,61.4,1.56,0.02,0.08
2023,6,14,17,1.7,3.9,0.26,0.0,0.0
2023,6,14,18,0.0,0.0,0.0,0.0,0.0
2023,6,14,19,0.0,0.0,0.0,0.0,0.0
2023,6,14,20,0.0,0.0,0.0,0.0,0.0
2023,6,14,21,0.0,0.0,0.0,0.0,0.0
2023,6,14,22,0.0,0.0,0.0,0.0,0.0
2023,6,14,23,0.0,0.0,0.0,0.0,0.0
2023,6,15,0,0.0,0.0,0.0,0.0,0.0
2023,6,15,1,0.0,0.0,0.0,0.0,0.0
2023,6,15,2,0.0,0.0,0.0,0.0,0.0
2023,6,15,3,0.0,0.0,0.0,0.0,0.0
2023,6,15,4,0.0,0.0,0.0,0.0,0.0
2023,6,15,5,0.0,0.0,0.0,0.0,0.0
2023,6,15,6,0.0,0.0,0.0,0.0,0.0
2023,6,15,7,6.02,31.48,0.91,0.01,0.02
2023,6,15,8,15.0,109.17,2.29,0.04,0.2
2023,6,15,9,18.2,188.88,2.8,0.06,0.33
2023,6,15,10,42.3,251.1,6.49,0.2,1.1
2023,6,15,11,41.98,288.27,6.38,0.2,1.12
2023,6,15,12,63.45,295.17,9.41,0.3,1.73
2023,6,15,13,36.83,274.42,5.69,0.17,0.98
2023,6,15,14,34.08,223.92,5.23,0.14,0.75
2023,6,15,15,20.08,148.58,3.04,0.06,0.33
2023,6,15,16,9.1,60.98,1.38,0.02,0.08
2023,6,15,17,1.58,3.95,0.23,0.0,0.0
2023,6,15,18,0.0,0.0,0.0,0.0,0.0
2023,6,15,19,0.0,0.0,0.0,0.0,0.0
2023,6,15,20,0.0,0.0,0.0,0.0,0.0
2023,6,15,21,0.0,0.0,0.0,0.0,0.0
2023,6,15,22,0.0,0.0,0.0,0.0,0.0
2023,6,15,23,0.0,0.0,0.0,0.0,0.0
2023,6,16,0,0.0,0.0,0.0,0.0,0.0
2023,6,16,1,0.0,0.0,0.0,0.0,0.0
2023,6,16,2,0.0,0.0,0.0,0.0,0.0
2023,6,16,3,0.0,0.0,0.0,0.0,0.0
2023,6,16,4,0.0,0.0,0.0,0.0,0.0
2023,6,16,5,0.0,0.0,0.0,0.0,0.0
2023,6,16,6,0.0,0.0,0.0,0.0,0.0
2023,6,16,7,11.25,26.08,1.4,0.01,0.05
2023,6,16,8,49.08,92.58,6.47,0.1,0.52
2023,6,16,9,80.83,168.35,10.97,0.26,1.33
2023,6,16,10,114.05,232.1,15.66,0.46,2.48
2023,6,16,11,153.23,270.6,20.8,0.66,3.7
2023,6,16,12,179.42,294.73,24.85,0.8,4.5
2023,6,16,13,177.4,271.55,23.88,0.72,3.88
2023,6,16,14,169.25,221.1,21.74,0.54,2.77
2023,6,16,15,121.75,147.58,14.43,0.26,1.27
2023,6,16,16,57.42,62.52,6.32,0.05,0.25
2023,6,16,17,4.12,4.15,0.52,0.0,0.0
2023,6,16,18,0.0,0.0,0.0,0.0,0.0
2023,6,16,19,0.0,0.0,0.0,0.0,0.0
2023,6,16,20,0.0,0.0,0.0,0.0,0.0
2023,6,16,21,0.0,0.0,0.0,0.0,0.0
2023,6,16,22,0.0,0.0,0.0,0.0,0.0
2023,6,16,23,0.0,0.0,0.0,0.0,0.0
2023,6,17,0,0.0,0.0,0.0,0.0,0.0
2023,6,17,1,0.0,0.0,0.0,0.0,0.0
2023,6,17,2,0.0,0.0,0.0,0.0,0.0
2023,6,17,3,0.0,0.0,0.0,0.0,0.0
2023,6,17,4,0.0,0.0,0.0,0.0,0.0
2023,6,17,5,0.0,0.0,0.0,0.0,0.0
2023,6,17,6,0.0,0.0,0.0,0.0,0.0
2023,6,17,7,26.7,34.85,3.31,0.02,0.08
2023,6,17,8,84.45,122.08,10.83,0.16,0.83
2023,6,17,9,154.15,202.0,19.93,0.45,2.3
2023,6,17,10,223.85,267.35,29.47,0.83,4.52
2023,6,17,11,231.02,302.42,31.34,0.98,5.55
2023,6,17,12,252.45,308.45,33.82,1.06,5.98
2023,6,17,13,227.45,284.6,30.41,0.9,4.92
2023,6,17,14,210.85,233.45,26.52,0.64,3.27
2023,6,17,15,149.42,158.8,17.37,0.3,1.48
2023,6,17,16,68.48,69.58,7.09,0.05,0.27
2023,6,17,17,4.58,4.58,0.55,0.0,0.02
2023,6,17,18,0.0,0.0,0.0,0.0,0.0
2023,6,17,19,0.0,0.0,0.0,0.0,0.0
2023,6,17,20,0.0,0.0,0.0,0.0,0.0
2023,6,17,21,0.0,0.0,0.0,0.0,0.0
2023,6,17,22,0.0,0.0,0.0,0.0,0.0
2023,6,17,23,0.0,0.0,0.0,0.0,0.0
2023,6,18,0,0.0,0.0,0.0,0.0,0.0
2023,6,18,1,0.0,0.0,0.0,0.0,0.0
2023,6,18,2,0.0,0.0,0.0,0.0,0.0
2023,6,18,3,0.0,0.0,0.0,0.0,0.0
2023,6,18,4,0.0,0.0,0.0,0.0,0.0
2023,6,18,5,0.0,0.0,0.0,0.0,0.0
2023,6,18,6,0.0,0.0,0.0,0.0,0.0
2023,6,18,7,34.08,38.4,3.65,0.02,0.1
2023,6,18,8,105.5,126.3,12.47,0.2,0.98
2023,6,18,9,180.92,207.67,22.6,0.52,2.62
2023,6,18,10,246.23,268.52,31.45,0.89,4.67
2023,6,18,11,302.73,303.45,38.83,1.21,6.42
2023,6,18,12,316.2,314.12,40.89,1.3,6.9
2023,6,18,13,292.08,290.1,37.21,1.1,5.75
2023,6,18,14,239.98,238.6,29.5,0.73,3.67
2023,6,18,15,164.15,163.62,18.63,0.34,1.65
2023,6,18,16,73.42,73.52,7.41,0.06,0.33
2023,6,18,17,4.88,4.88,0.58,0.0,0.02
2023,6,18,18,0.0,0.0,0.0,0.0,0.0
2023,6,18,19,0.0,0.0,0.0,0.0,0.0
2023,6,18,20,0.0,0.0,0.0,0.0,0.0
2023,6,18,21,0.0,0.0,0.0,0.0,0.0
2023,6,18,22,0.0,0.0,0.0,0.0,0.0
2023,6,18,23,0.0,0.0,0.0,0.0,0.0
2023,6,19,0,0.0,0.0,0.0,0.0,0.0
2023,6,19,1,0.0,0.0,0.0,0.0,0.0
2023,6,19,2,0.0,0.0,0.0,0.0,0.0
2023,6,19,3,0.0,0.0,0.0,0.0,0.0
2023,6,19,4,0.0,0.0,0.0,0.0,0.0
2023,6,19,5,0.0,0.0,0.0,0.0,0.0
2023,6,19,6,0.0,0.0,0.0,0.0,0.0
2023,6,19,7,36.88,37.73,3.87,0.02,0.1
2023,6,19,8,120.2,125.48,13.4,0.2,1.02
2023,6,19,9,202.52,207.12,24.43,0.56,2.8
2023,6,19,10,269.2,268.55,33.77,0.96,5.0
2023,6,19,11,305.6,303.75,39.16,1.23,6.62
2023,6,19,12,316.38,314.08,40.91,1.32,7.08
2023,6,19,13,292.12,290.1,37.23,1.12,5.9
2023,6,19,14,239.77,238.4,29.48,0.74,3.77
2023,6,19,15,163.88,163.38,18.6,0.34,1.7
2023,6,19,16,73.2,73.3,7.4,0.06,0.33
2023,6,19,17,4.9,4.92,0.58,0.0,0.02
2023,6,19,18,0.0,0.0,0.0,0.0,0.0
2023,6,19,19,0.0,0.0,0.0,0.0,0.0
2023,6,19,20,0.0,0.0,0.0,0.0,0.0
2023,6,19,21,0.0,0.0,0.0,0.0,0.0
2023,6,19,22,0.0,0.0,0.0,0.0,0.0
2023,6,19,23,0.0,0.0,0.0,0.0,0.0
2023,6,20,0,0.0,0.0,0.0,0.0,0.0
2023,6,20,1,0.0,0.0,0.0,0.0,0.0
2023,6,20,2,0.0,0.0,0.0,0.0,0.0
2023,6,20,3,0.0,0.0,0.0,0.0,0.0
2023,6,20,4,0.0,0.0,0.0,0.0,0.0
2023,6,20,5,0.0,0.0,0.0,0.0,0.0
2023,6,20,6,0.0,0.0,0.0,0.0,0.0
2023,6,20,7,35.23,35.35,3.78,0.02,0.1
2023,6,20,8,111.12,120.6,12.62,0.2,1.0
2023,6,20,9,188.95,200.95,22.91,0.53,2.7
2023,6,20,10,261.08,262.2,32.53,0.93,4.88
2023,6,20,11,298.95,297.3,37.98,1.21,6.48
2023,6,20,12,315.85,313.67,40.85,1.34,7.17
2023,6,20,13,291.45,289.55,37.14,1.13,5.95
2023,6,20,14,239.05,237.83,29.38,0.75,3.8
2023,6,20,15,163.25,162.92,18.55,0.34,1.73
2023,6,20,16,72.85,73.0,7.4,0.07,0.33
2023,6,20,17,4.95,4.95,0.59,0.0,0.02
2023,6,20,18,0.0,0.0,0.0,0.0,0.0
2023,6,20,19,0.0,0.0,0.0,0.0,0.0
2023,6,20,20,0.0,0.0,0.0,0.0,0.0
2023,6,20,21,0.0,0.0,0.0,0.0,0.0
2023,6,20,22,0.0,0.0,0.0,0.0,0.0
2023,6,20,23,0.0,0.0,0.0,0.0,0.0
2023,6,21,0,0.0,0.0,0.0,0.0,0.0
2023,6,21,1,0.0,0.0,0.0,0.0,0.0
2023,6,21,2,0.0,0.0,0.0,0.0,0.0
2023,6,21,3,0.0,0.0,0.0,0.0,0.0
2023,6,21,4,0.0,0.0,0.0,0.0,0.0
2023,6,21,5,0.0,0.0,0.0,0.0,0.0
2023,6,21,6,0.0,0.0,0.0,0.0,0.0
2023,6,21,7,35.9,36.08,3.78,0.02,0.1
2023,6,21,8,121.9,121.88,13.3,0.2,1.02
2023,6,21,9,185.81,208.68,23.34,0.62,-999.0
2023,6,21,10,264.85,263.62,33.02,0.95,4.92
2023,6,21,11,300.12,298.38,38.23,1.22,6.52
2023,6,21,12,315.52,313.27,40.83,1.34,7.17
2023,6,21,13,291.42,289.38,37.15,1.13,5.98
2023,6,21,14,239.35,238.12,29.45,0.76,3.83
2023,6,21,15,163.8,163.48,18.63,0.35,1.75
2023,6,21,16,73.6,73.8,7.45,0.07,0.35
2023,6,21,17,5.02,5.05,0.59,0.0,0.02
2023,6,21,18,0.0,0.0,0.0,0.0,0.0
2023,6,21,19,0.0,0.0,0.0,0.0,0.0
2023,6,21,20,0.0,0.0,0.0,0.0,0.0
2023,6,21,21,0.0,0.0,0.0,0.0,0.0
2023,6,21,22,0.0,0.0,0.0,0.0,0.0
2023,6,21,23,0.0,0.0,0.0,0.0,0.0
2023,6,22,0,0.0,0.0,0.0,0.0,0.0
2023,6,22,1,0.0,0.0,0.0,0.0,0.0
2023,6,22,2,0.0,0.0,0.0,0.0,0.0
2023,6,22,3,0.0,0.0,0.0,0.0,0.0
2023,6,22,4,0.0,0.0,0.0,0.0,0.0
2023,6,22,5,0.0,0.0,0.0,0.0,0.0
2023,6,22,6,0.0,0.0,0.0,0.0,0.0
2023,6,22,7,33.0,35.75,3.79,0.02,0.1
2023,6,22,8,114.08,120.0,12.84,0.2,1.02
2023,6,22,9,197.75,202.4,23.78,0.55,2.77
2023,6,22,10,260.62,265.7,32.92,0.96,5.1
2023,6,22,11,298.88,301.12,38.38,1.24,6.73
2023,6,22,12,311.52,309.88,40.18,1.32,7.15
2023,6,22,13,288.42,286.5,36.67,1.12,5.95
2023,6,22,14,236.3,235.73,29.05,0.75,3.83
2023,6,22,15,160.88,161.45,18.37,0.35,1.75
2023,6,22,16,71.83,72.58,7.41,0.07,0.35
2023,6,22,17,5.02,5.05,0.6,0.0,0.02
2023,6,22,18,0.0,0.0,0.0,0.0,0.0
2023,6,22,19,0.0,0.0,0.0,0.0,0.0
2023,6,22,20,0.0,0.0,0.0,0.0,0.0
2023,6,22,21,0.0,0.0,0.0,0.0,0.0
2023,6,22,22,0.0,0.0,0.0,0.0,0.0
2023,6,22,23,0.0,0.0,0.0,0.0,0.0
2023,6,23,0,0.0,0.0,0.0,0.0,0.0
2023,6,23,1,0.0,0.0,0.0,0.0,0.0
2023,6,23,2,0.0,0.0,0.0,0.0,0.0
2023,6,23,3,0.0,0.0,0.0,0.0,0.0
2023,6,23,4,0.0,0.0,0.0,0.0,0.0
2023,6,23,5,0.0,0.0,0.0,0.0,0.0
2023,6,23,6,0.0,0.0,0.0,0.0,0.0
2023,6,23,7,30.08,37.23,3.44,0.02,0.1
2023,6,23,8,121.65,125.4,13.43,0.21,1.08
2023,6,23,9,190.65,206.58,23.43,0.56,2.88
2023,6,23,10,217.02,267.38,28.85,0.88,5.02
2023,6,23,11,269.15,301.62,35.36,1.17,6.6
2023,6,23,12,276.83,307.88,36.46,1.23,6.98
2023,6,23,13,270.92,284.15,34.73,1.09,6.0
2023,6,23,14,201.2,233.35,25.76,0.7,3.7
2023,6,23,15,135.02,159.12,16.43,0.34,1.7
2023,6,23,16,60.2,70.9,6.65,0.06,0.33
2023,6,23,17,5.0,5.02,0.61,0.0,0.02
2023,6,23,18,0.0,0.0,0.0,0.0,0.0
2023,6,23,19,0.0,0.0,0.0,0.0,0.0
2023,6,23,20,0.0,0.0,0.0,0.0,0.0
2023,6,23,21,0.0,0.0,0.0,0.0,0.0
2023,6,23,22,0.0,0.0,0.0,0.0,0.0
2023,6,23,23,0.0,0.0,0.0,0.0,0.0
2023,6,24,0,0.0,0.0,0.0,0.0,0.0
2023,6,24,1,0.0,0.0,0.0,0.0,0.0
2023,6,24,2,0.0,0.0,0.0,0.0,0.0
2023,6,24,3,0.0,0.0,0.0,0.0,0.0
2023,6,24,4,0.0,0.0,0.0,0.0,0.0
2023,6,24,5,0.0,0.0,0.0,0.0,0.0
2023,6,24,6,0.0,0.0,0.0,0.0,0.0
2023,6,24,7,33.7,36.75,3.69,0.02,0.1
2023,6,24,8,119.27,125.3,13.28,0.2,1.05
2023,6,24,9,198.33,206.95,24.07,0.56,2.85
2023,6,24,10,269.2,268.23,33.82,0.98,5.08
2023,6,24,11,304.73,303.6,39.14,1.25,6.73
2023,6,24,12,311.38,309.8,40.12,1.3,7.05
2023,6,24,13,288.12,286.5,36.6,1.12,5.88
2023,6,24,14,236.67,235.48,29.01,0.74,3.77
2023,6,24,15,161.25,161.2,18.34,0.34,1.73
2023,6,24,16,71.95,72.3,7.39,0.07,0.35
2023,6,24,17,5.1,5.12,0.62,0.0,0.02
2023,6,24,18,0.0,0.0,0.0,0.0,0.0
2023,6,24,19,0.0,0.0,0.0,0.0,0.0
2023,6,24,20,0.0,0.0,0.0,0.0,0.0
2023,6,24,21,0.0,0.0,0.0,0.0,0.0
2023,6,24,22,0.0,0.0,0.0,0.0,0.0
2023,6,24,23,0.0,0.0,0.0,0.0,0.0
2023,6,25,0,0.0,0.0,0.0,0.0,0.0
2023,6,25,1,0.0,0.0,0.0,0.0,0.0
2023,6,25,2,0.0,0.0,0.0,0.0,0.0
2023,6,25,3,0.0,0.0,0.0,0.0,0.0
2023,6,25,4,0.0,0.0,0.0,0.0,0.0
2023,6,25,5,0.0,0.0,0.0,0.0,0.0
2023,6,25,6,0.0,0.0,0.0,0.0,0.0
2023,6,25,7,35.83,36.17,3.71,0.02,0.1
2023,6,25,8,124.23,124.25,13.48,0.2,0.98
2023,6,25,9,206.75,205.92,24.66,0.55,2.7
2023,6,25,10,268.65,267.33,33.64,0.94,4.83
2023,6,25,11,304.48,302.48,38.96,1.2,6.4
2023,6,25,12,312.98,310.8,40.32,1.27,6.77
2023,6,25,13,289.27,287.38,36.73,1.09,5.67
2023,6,25,14,237.67,236.38,29.12,0.72,3.65
2023,6,25,15,162.48,162.15,18.45,0.34,1.65
2023,6,25,16,72.88,73.12,7.45,0.06,0.33
2023,6,25,17,5.25,5.27,0.63,0.0,0.02
2023,6,25,18,0.0,0.0,0.0,0.0,0.0
2023,6,25,19,0.0,0.0,0.0,0.0,0.0
2023,6,25,20,0.0,0.0,0.0,0.0,0.0
2023,6,25,21,0.0,0.0,0.0,0.0,0.0
2023,6,25,22,0.0,0.0,0.0,0.0,0.0
2023,6,25,23,0.0,0.0,0.0,0.0,0.0
2023,6,26,0,0.0,0.0,0.0,0.0,0.0
2023,6,26,1,0.0,0.0,0.0,0.0,0.0
2023,6,26,2,0.0,0.0,0.0,0.0,0.0
2023,6,26,3,0.0,0.0,0.0,0.0,0.0
2023,6,26,4,0.0,0.0,0.0,0.0,0.0
2023,6,26,5,0.0,0.0,0.0,0.0,0.0
2023,6,26,6,0.0,0.0,0.0,0.0,0.0
2023,6,26,7,35.7,35.88,3.7,0.02,0.1
2023,6,26,8,123.45,123.5,13.4,0.2,1.0
2023,6,26,9,205.42,204.65,24.46,0.55,2.75
2023,6,26,10,267.27,265.65,33.37,0.95,4.9
2023,6,26,11,302.85,300.85,38.66,1.22,6.5
2023,6,26,12,317.0,314.65,41.07,1.33,7.12
2023,6,26,13,293.55,291.4,37.48,1.13,5.95
2023,6,26,14,242.0,240.7,29.84,0.76,3.85
2023,6,26,15,166.9,166.52,19.03,0.35,1.77
2023,6,26,16,76.55,76.83,7.75,0.07,0.35
2023,6,26,17,5.67,5.67,0.66,0.0,0.02
2023,6,26,18,0.0,0.0,0.0,0.0,0.0
2023,6,26,19,0.0,0.0,0.0,0.0,0.0
2023,6,26,20,0.0,0.0,0.0,0.0,0.0
2023,6,26,21,0.0,0.0,0.0,0.0,0.0
2023,6,26,22,0.0,0.0,0.0,0.0,0.0
2023,6,26,23,0.0,0.0,0.0,0.0,0.0
2023,6,27,0,0.0,0.0,0.0,0.0,0.0
2023,6,27,1,0.0,0.0,0.0,0.0,0.0
2023,6,27,2,0.0,0.0,0.0,0.0,0.0
2023,6,27,3,0.0,0.0,0.0,0.0,0.0
2023,6,27,4,0.0,0.0,0.0,0.0,0.0
2023,6,27,5,0.0,0.0,0.0,0.0,0.0
2023,6,27,6,0.0,0.0,0.0,0.0,0.0
2023,6,27,7,36.48,36.67,3.74,0.02,0.1
2023,6,27,8,125.08,125.08,13.59,0.21,1.05
2023,6,27,9,207.33,206.58,24.79,0.58,2.88
2023,6,27,10,269.35,267.7,33.76,0.98,5.12
2023,6,27,11,305.0,302.92,39.06,1.27,6.8
2023,6,27,12,318.17,315.7,41.26,1.37,7.4
2023,6,27,13,294.5,292.35,37.66,1.16,6.2
2023,6,27,14,242.48,241.12,29.93,0.78,4.0
2023,6,27,15,166.58,166.15,19.03,0.37,1.85
2023,6,27,16,75.8,75.98,7.73,0.08,0.38
2023,6,27,17,5.7,5.7,0.67,0.0,0.02
2023,6,27,18,0.0,0.0,0.0,0.0,0.0
2023,6,27,19,0.0,0.0,0.0,0.0,0.0
2023,6,27,20,0.0,0.0,0.0,0.0,0.0
2023,6,27,21,0.0,0.0,0.0,0.0,0.0
2023,6,27,22,0.0,0.0,0.0,0.0,0.0
2023,6,27,23,0.0,0.0,0.0,0.0,0.0
2023,6,28,0,0.0,0.0,0.0,0.0,0.0
2023,6,28,1,0.0,0.0,0.0,0.0,0.0
2023,6,28,2,0.0,0.0,0.0,0.0,0.0
2023,6,28,3,0.0,0.0,0.0,0.0,0.0
2023,6,28,4,0.0,0.0,0.0,0.0,0.0
2023,6,28,5,0.0,0.0,0.0,0.0,0.0
2023,6,28,6,0.0,0.0,0.0,0.0,0.0
2023,6,28,7,36.15,36.3,3.71,0.02,0.1
2023,6,28,8,124.95,124.95,13.57,0.21,1.05
2023,6,28,9,207.62,206.7,24.8,0.57,2.88
2023,6,28,10,269.67,268.33,33.84,0.98,5.12
2023,6,28,11,305.25,303.62,39.16,1.26,6.8
2023,6,28,12,312.58,315.12,40.65,1.34,7.33
2023,6,28,13,290.6,291.9,37.22,1.16,6.15
2023,6,28,14,240.35,240.95,29.7,0.77,3.95
2023,6,28,15,166.12,166.4,19.01,0.37,1.83
2023,6,28,16,74.65,76.27,7.7,0.08,0.38
2023,6,28,17,5.67,5.75,0.68,0.0,0.02
2023,6,28,18,0.0,0.0,0.0,0.0,0.0
2023,6,28,19,0.0,0.0,0.0,0.0,0.0
2023,6,28,20,0.0,0.0,0.0,0.0,0.0
2023,6,28,21,0.0,0.0,0.0,0.0,0.0
2023,6,28,22,0.0,0.0,0.0,0.0,0.0
2023,6,28,23,0.0,0.0,0.0,0.0,0.0
2023,6,29,0,0.0,0.0,0.0,0.0,0.0
2023,6,29,1,0.0,0.0,0.0,0.0,0.0
2023,6,29,2,0.0,0.0,0.0,0.0,0.0
2023,6,29,3,0.0,0.0,0.0,0.0,0.0
2023,6,29,4,0.0,0.0,0.0,0.0,0.0
2023,6,29,5,0.0,0.0,0.0,0.0,0.0
2023,6,29,6,0.0,0.0,0.0,0.0,0.0
2023,6,29,7,29.75,31.27,3.45,0.02,0.1
2023,6,29,8,106.98,107.42,11.98,0.18,0.92
2023,6,29,9,185.35,185.38,21.97,0.5,2.5
2023,6,29,10,245.75,245.12,30.1,0.85,4.45
2023,6,29,11,281.0,280.5,35.18,1.11,5.95
2023,6,29,12,310.67,313.67,40.41,1.33,7.25
2023,6,29,13,283.83,287.23,36.32,1.12,5.95
2023,6,29,14,225.4,234.9,28.09,0.73,3.75
2023,6,29,15,152.02,159.65,17.8,0.34,1.73
2023,6,29,16,69.5,70.55,7.44,0.07,0.35
2023,6,29,17,5.33,5.42,0.66,0.0,0.02
2023,6,29,18,0.0,0.0,0.0,0.0,0.0
2023,6,29,19,0.0,0.0,0.0,0.0,0.0
2023,6,29,20,0.0,0.0,0.0,0.0,0.0
2023,6,29,21,0.0,0.0,0.0,0.0,0.0
2023,6,29,22,0.0,0.0,0.0,0.0,0.0
2023,6,29,23,0.0,0.0,0.0,0.0,0.0
2023,6,30,0,0.0,0.0,0.0,0.0,0.0
2023,6,30,1,0.0,0.0,0.0,0.0,0.0
2023,6,30,2,0.0,0.0,0.0,0.0,0.0
2023,6,30,3,0.0,0.0,0.0,0.0,0.0
2023,6,30,4,0.0,0.0,0.0,0.0,0.0
2023,6,30,5,0.0,0.0,0.0,0.0,0.0
2023,6,30,6,0.0,0.0,0.0,0.0,0.0
2023,6,30,7,30.5,33.6,3.45,0.02,0.08
2023,6,30,8,112.1,120.15,12.64,0.18,0.88
2023,6,30,9,195.92,201.58,23.59,0.51,2.52
2023,6,30,10,264.33,263.17,33.01,0.89,4.55
2023,6,30,11,299.98,298.25,38.23,1.16,6.05
2023,6,30,12,314.55,312.45,40.64,1.26,6.62
2023,6,30,13,290.0,288.38,36.93,1.07,5.52
2023,6,30,14,235.38,236.98,29.03,0.71,3.55
2023,6,30,15,158.98,162.17,18.34,0.33,1.62
2023,6,30,16,71.12,73.2,7.44,0.06,0.3
2023,6,30,17,5.6,5.62,0.68,0.0,0.02
2023,6,30,18,0.0,0.0,0.0,0.0,0.0
2023,6,30,19,0.0,0.0,0.0,0.0,0.0
2023,6,30,20,0.0,0.0,0.0,0.0,0.0
2023,6,30,21,0.0,0.0,0.0,0.0,0.0
2023,6,30,22,0.0,0.0,0.0,0.0,0.0
2023,6,30,23,0.0,0.0,0.0,0.0,0.0
2023,7,1,0,0.0,0.0,0.0,0.0,0.0
2023,7,1,1,0.0,0.0,0.0,0.0,0.0
